,precipitation,potential_evapotranspiration,river_discharge
2009-01-01,0.0,0.5,0.697
2009-01-02,0.0,0.06,0.701
2009-01-03,0.0,0.5,0.71
2009-01-04,3.32,0.43,0.72
2009-01-05,0.0,0.03,0.689
2009-01-06,0.19,0.17,0.657
2009-01-07,0.0,0.05,0.646
2009-01-08,0.0,0.0,0.651
2009-01-09,0.0,0.0,0.617
2009-01-10,0.0,0.2,0.527
2009-01-11,1.79,0.84,0.643
2009-01-12,9.52,0.24,1.91
2009-01-13,0.15,0.27,1.3
2009-01-14,0.0,0.28,1.02
2009-01-15,0.0,0.42,0.868
2009-01-16,2.42,0.2,1.09
2009-01-17,7.38,0.15,2.78
2009-01-18,8.77,0.47,3.62
2009-01-19,0.49,0.34,2.69
2009-01-20,0.0,0.2,1.49
2009-01-21,2.57,0.27,1.67
2009-01-22,23.73,0.17,16.2
2009-01-23,0.0,0.05,7.6
2009-01-24,0.0,0.7,2.63
2009-01-25,0.03,0.36,1.73
2009-01-26,0.0,0.11,1.33
2009-01-27,0.0,0.09,1.14
2009-01-28,0.0,0.23,1.12
2009-01-29,0.0,0.73,1.03
2009-01-30,0.0,0.94,0.939
2009-01-31,0.0,1.55,0.879
2009-02-01,3.84,0.88,0.921
2009-02-02,0.03,0.32,0.956
2009-02-03,0.0,0.26,0.864
2009-02-04,2.45,0.77,0.957
2009-02-05,1.23,0.63,0.982
2009-02-06,3.9,0.29,1.4
2009-02-07,0.0,0.49,1.09
2009-02-08,13.87,0.24,2.1
2009-02-09,6.73,0.39,10.7
2009-02-10,3.83,0.26,4.07
2009-02-11,0.67,0.35,3.03
2009-02-12,0.0,0.06,1.95
2009-02-13,0.0,0.66,1.46
2009-02-14,1.51,0.7,1.3
2009-02-15,2.46,0.39,1.38
2009-02-16,3.1,0.1,2.54
2009-02-17,0.0,0.38,1.83
2009-02-18,0.11,0.71,1.41
2009-02-19,0.13,0.87,1.32
2009-02-20,0.0,0.71,1.2
2009-02-21,0.64,0.47,1.13
2009-02-22,1.97,0.28,1.12
2009-02-23,0.03,0.56,1.09
2009-02-24,0.0,0.44,1.03
2009-02-25,0.0,0.84,1.02
2009-02-26,1.91,0.64,1.03
2009-02-27,0.0,0.59,1.03
2009-02-28,0.0,0.89,1.0
2009-03-01,0.0,1.02,0.891
2009-03-02,0.0,1.4,0.829
2009-03-03,2.63,0.84,0.978
2009-03-04,0.0,1.25,0.966
2009-03-05,0.0,1.86,0.82
2009-03-06,0.0,0.6,0.794
2009-03-07,2.63,2.52,0.895
2009-03-08,9.03,2.05,1.64
2009-03-09,9.03,0.76,2.48
2009-03-10,0.0,1.28,1.56
2009-03-11,0.44,0.82,1.29
2009-03-12,0.0,1.0,1.05
2009-03-13,0.49,0.58,1.03
2009-03-14,0.0,1.91,0.993
2009-03-15,0.0,1.52,0.909
2009-03-16,0.0,1.7,0.846
2009-03-17,0.0,2.77,0.796
2009-03-18,0.0,2.54,0.791
2009-03-19,0.0,2.64,0.748
2009-03-20,0.0,1.92,0.725
2009-03-21,0.0,2.39,0.729
2009-03-22,5.84,1.53,1.02
2009-03-23,1.1,1.39,1.19
2009-03-24,13.98,0.95,3.87
2009-03-25,6.28,0.39,3.24
2009-03-26,0.52,2.27,3.01
2009-03-27,8.07,1.29,3.19
2009-03-28,1.02,2.28,2.34
2009-03-29,0.0,2.11,1.51
2009-03-30,0.0,2.89,1.32
2009-03-31,0.0,4.01,1.21
2009-04-01,0.0,3.29,0.972
2009-04-02,0.0,1.93,0.951
2009-04-03,0.0,0.74,0.896
2009-04-04,0.0,1.65,0.85
2009-04-05,0.0,2.6,0.824
2009-04-06,1.66,1.3,
2009-04-07,2.53,0.51,
2009-04-08,0.16,1.15,0.847
2009-04-09,0.04,3.24,0.786
2009-04-10,0.04,2.99,0.758
2009-04-11,0.64,2.25,0.774
2009-04-12,0.0,2.28,
2009-04-13,0.0,3.75,
2009-04-14,0.31,3.96,
2009-04-15,2.07,0.61,
2009-04-16,10.79,0.22,
2009-04-17,0.05,2.39,
2009-04-18,0.0,2.73,
2009-04-19,0.0,3.24,
2009-04-20,0.0,2.66,
2009-04-21,0.0,3.34,
2009-04-22,0.0,3.81,
2009-04-23,0.0,4.14,
2009-04-24,0.0,2.73,
2009-04-25,2.52,1.3,
2009-04-26,2.78,3.01,
2009-04-27,1.22,2.02,
2009-04-28,0.0,2.5,
2009-04-29,0.0,2.95,
2009-04-30,0.0,3.2,
2009-05-01,0.0,1.69,
2009-05-02,0.19,2.61,
2009-05-03,0.0,2.75,
2009-05-04,1.18,1.39,
2009-05-05,0.0,2.14,
2009-05-06,0.0,2.52,
2009-05-07,0.0,3.12,
2009-05-08,0.0,2.53,
2009-05-09,0.0,4.67,
2009-05-10,0.2,5.11,
2009-05-11,4.36,2.17,
2009-05-12,1.2,1.25,
2009-05-13,10.86,2.06,
2009-05-14,8.54,1.21,
2009-05-15,0.04,1.87,
2009-05-16,0.03,2.46,
2009-05-17,0.87,3.0,
2009-05-18,0.0,3.28,
2009-05-19,0.0,3.18,
2009-05-20,0.0,3.26,
2009-05-21,0.0,4.21,
2009-05-22,0.45,3.85,
2009-05-23,0.0,5.62,
2009-05-24,0.0,3.97,
2009-05-25,42.18,0.8,
2009-05-26,0.97,1.82,
2009-05-27,0.06,1.93,
2009-05-28,0.0,6.63,
2009-05-29,0.0,7.34,
2009-05-30,0.0,5.07,
2009-05-31,0.33,6.6,
2009-06-01,0.0,5.55,
2009-06-02,0.0,4.67,
2009-06-03,0.0,3.42,
2009-06-04,0.15,1.8,
2009-06-05,0.0,4.29,
2009-06-06,4.43,2.56,
2009-06-07,2.51,2.58,
2009-06-08,21.1,1.57,
2009-06-09,10.46,1.71,
2009-06-10,2.57,2.59,
2009-06-11,0.0,4.28,
2009-06-12,0.0,3.86,
2009-06-13,5.49,1.94,
2009-06-14,3.07,1.96,
2009-06-15,0.0,4.56,
2009-06-16,0.0,5.28,
2009-06-17,0.0,4.77,
2009-06-18,0.12,4.43,
2009-06-19,0.03,2.59,0.41
2009-06-20,1.8,4.07,0.481
2009-06-21,0.0,4.73,0.425
2009-06-22,0.0,6.49,0.391
2009-06-23,0.0,8.4,0.388
2009-06-24,0.0,6.21,0.386
2009-06-25,0.0,3.23,0.409
2009-06-26,10.36,3.59,0.933
2009-06-27,0.0,4.08,0.44
2009-06-28,0.0,6.18,0.437
2009-06-29,0.0,6.0,0.428
2009-06-30,0.0,5.14,0.357
2009-07-01,0.15,5.96,0.382
2009-07-02,0.0,2.27,0.37
2009-07-03,0.0,4.47,0.38
2009-07-04,0.0,3.91,0.365
2009-07-05,5.81,3.08,0.419
2009-07-06,4.01,3.04,0.529
2009-07-07,8.42,1.85,0.748
2009-07-08,0.78,3.23,0.702
2009-07-09,0.0,2.64,0.408
2009-07-10,2.74,1.32,0.45
2009-07-11,2.15,3.27,0.442
2009-07-12,0.0,3.74,0.359
2009-07-13,0.0,3.43,0.358
2009-07-14,0.0,5.03,0.351
2009-07-15,0.0,4.78,0.394
2009-07-16,1.51,3.04,0.344
2009-07-17,3.17,4.97,0.454
2009-07-18,3.41,2.96,0.43
2009-07-19,0.0,3.69,0.342
2009-07-20,8.24,3.68,0.853
2009-07-21,14.7,2.84,0.693
2009-07-22,4.58,1.8,1.86
2009-07-23,3.18,3.53,0.695
2009-07-24,0.45,3.92,0.427
2009-07-25,0.0,4.17,0.399
2009-07-26,1.32,1.93,0.379
2009-07-27,0.0,4.14,0.393
2009-07-28,0.0,3.99,0.339
2009-07-29,0.0,3.97,0.335
2009-07-30,0.0,3.09,0.379
2009-07-31,0.0,4.25,0.328
2009-08-01,6.18,2.92,0.614
2009-08-02,0.0,3.18,0.354
2009-08-03,0.0,4.71,0.34
2009-08-04,0.0,2.55,0.311
2009-08-05,0.0,4.52,0.314
2009-08-06,0.41,2.2,0.312
2009-08-07,0.0,3.04,0.312
2009-08-08,0.0,3.49,0.311
2009-08-09,1.37,3.58,0.307
2009-08-10,1.07,2.49,0.321
2009-08-11,1.95,2.65,0.33
2009-08-12,14.26,1.88,1.23
2009-08-13,0.0,3.11,1.12
2009-08-14,0.0,4.84,0.575
2009-08-15,0.0,2.89,0.374
2009-08-16,0.0,2.86,0.343
2009-08-17,0.0,3.64,0.333
2009-08-18,0.0,4.28,0.327
2009-08-19,1.42,3.6,
2009-08-20,0.0,3.27,0.334
2009-08-21,0.0,3.15,0.287
2009-08-22,0.0,0.0,0.286
2009-08-23,0.0,3.34,0.28
2009-08-24,1.96,1.35,0.283
2009-08-25,0.0,3.15,0.284
2009-08-26,0.0,2.18,0.282
2009-08-27,0.46,0.04,0.279
2009-08-28,0.0,2.084242424242424,0.278
2009-08-29,0.0,2.23,0.276
2009-08-30,0.0,4.25,0.275
2009-08-31,3.47,1.01,0.271
2009-09-01,1.28,2.01,0.305
2009-09-02,1.92,1.37,0.302
2009-09-03,6.07,1.98,0.421
2009-09-04,0.0,2.41,0.337
2009-09-05,0.1,1.8028551693404635,0.308
2009-09-06,0.0,1.7545597147950085,0.296
2009-09-07,0.0,3.6,0.286
2009-09-08,0.15,1.97,0.281
2009-09-09,0.0,3.59,0.263
2009-09-10,0.0,3.1,0.262
2009-09-11,0.0,2.4,0.261
2009-09-12,0.08,1.73,0.264
2009-09-13,2.19,3.11,0.267
2009-09-14,1.07,2.08,0.273
2009-09-15,0.0,2.22,0.278
2009-09-16,0.0,4.07,0.271
2009-09-17,0.0,3.29,0.267
2009-09-18,0.0,2.16,0.265
2009-09-19,0.0,2.18,0.265
2009-09-20,0.0,1.52,0.265
2009-09-21,0.0,2.42,0.264
2009-09-22,0.63,0.7,0.264
2009-09-23,0.92,1.88,0.265
2009-09-24,0.0,1.71,0.265
2009-09-25,0.0,1.91,0.265
2009-09-26,0.0,1.8,0.268
2009-09-27,0.0,1.28,0.265
2009-09-28,0.0,1.2,0.265
2009-09-29,0.0,1.26,0.263
2009-09-30,0.0,1.71,0.263
2009-10-01,0.0,1.67,0.264
2009-10-02,0.1,0.92,0.263
2009-10-03,0.43,1.24,0.264
2009-10-04,9.26,0.23,0.412
2009-10-05,3.35,0.15,0.526
2009-10-06,13.05,0.32,0.837
2009-10-07,0.48,1.65,0.625
2009-10-08,7.94,1.19,0.468
2009-10-09,0.43,0.55,0.588
2009-10-10,1.53,0.63,0.331
2009-10-11,1.95,1.36,
2009-10-12,1.55,0.6,
2009-10-13,0.0,1.5,
2009-10-14,0.0,1.43,
2009-10-15,2.1,1.15,
2009-10-16,0.72,0.88,
2009-10-17,0.0,0.85,
2009-10-18,0.0,0.72,
2009-10-19,0.0,1.03,
2009-10-20,3.21,0.44,
2009-10-21,0.0,0.36,
2009-10-22,0.0,0.65,
2009-10-23,3.7,0.02,
2009-10-24,0.03,0.61,
2009-10-25,0.0,0.71,
2009-10-26,0.0,0.5,
2009-10-27,0.0,0.48,0.303
2009-10-28,0.0,0.26,0.31
2009-10-29,0.0,0.52,0.313
2009-10-30,0.0,0.64,
2009-10-31,10.83,0.18,
2009-11-01,1.37,0.49,
2009-11-02,10.2,0.15,
2009-11-03,2.44,0.34,0.88
2009-11-04,4.53,0.29,0.613
2009-11-05,0.76,0.46,0.587
2009-11-06,3.31,0.08,0.587
2009-11-07,0.0,0.14,0.383
2009-11-08,0.04,0.65,0.345
2009-11-09,0.91,0.08,0.359
2009-11-10,0.34,0.34,0.369
2009-11-11,2.44,0.35,0.461
2009-11-12,3.14,0.88,0.487
2009-11-13,5.81,1.49,0.602
2009-11-14,3.56,0.29,0.672
2009-11-15,0.5,0.47,0.477
2009-11-16,0.94,0.14,0.432
2009-11-17,0.0,0.72,0.417
2009-11-18,0.0,0.3,0.382
2009-11-19,0.19,0.43,0.374
2009-11-20,0.81,0.53,0.387
2009-11-21,9.9,0.85,0.957
2009-11-22,16.35,0.37,2.26
2009-11-23,4.25,0.63,1.63
2009-11-24,0.52,1.11,0.756
2009-11-25,5.8,0.53,0.686
2009-11-26,11.11,0.17,1.85
2009-11-27,9.1,0.43,2.23
2009-11-28,1.3,0.79,1.75
2009-11-29,0.3,0.13,0.839
2009-11-30,1.16,0.22,0.737
2009-12-01,3.93,0.26,0.657
2009-12-02,3.39,0.14,0.987
2009-12-03,4.22,0.24,1.65
2009-12-04,9.84,0.29,1.74
2009-12-05,3.17,0.05,2.24
2009-12-06,4.13,0.23,1.23
2009-12-07,0.67,0.13,1.55
2009-12-08,1.49,0.2,0.979
2009-12-09,5.47,0.19,2.01
2009-12-10,0.0,0.55,1.05
2009-12-11,0.0,0.49,0.84
2009-12-12,0.0,0.6,0.706
2009-12-13,0.0,0.11115259740259739,0.653
2009-12-14,0.0,0.11137987012987013,0.596
2009-12-15,0.0,0.22,0.549
2009-12-16,2.62,0.3,0.56
2009-12-17,0.38,0.29,0.543
2009-12-18,0.0,0.23,0.507
2009-12-19,3.99,0.0,0.513
2009-12-20,0.22,0.13,0.514
2009-12-21,2.31,0.06,0.596
2009-12-22,0.0,0.1,0.629
2009-12-23,5.52,0.22,0.625
2009-12-24,8.01,0.17,5.06
2009-12-25,0.0,0.02,2.25
2009-12-26,0.62,0.35,1.5
2009-12-27,0.0,0.2,1.19
2009-12-28,8.71,0.25,1.54
2009-12-29,8.54,0.0,3.99
2009-12-30,1.71,0.39,3.0
2009-12-31,0.0,0.81,1.53
2010-01-01,0.0,0.2,1.03
2010-01-02,3.15,-0.0,0.918
2010-01-03,0.0,0.11,0.812
2010-01-04,0.0,0.0,0.758
2010-01-05,0.14,-0.0,0.693
2010-01-06,0.49,0.0,0.65
2010-01-07,0.0,0.23,0.566
2010-01-08,0.1,1.19,0.559
2010-01-09,0.0,0.48,0.564
2010-01-10,0.0,0.32,0.562
2010-01-11,0.07,0.31,0.565
2010-01-12,0.74,0.25,0.593
2010-01-13,0.0,0.2,0.652
2010-01-14,0.0,0.27,0.65
2010-01-15,7.24,0.37,1.07
2010-01-16,3.67,0.1,2.2
2010-01-17,0.0,0.21,1.31
2010-01-18,0.14,0.1,1.03
2010-01-19,0.0,0.19,0.954
2010-01-20,0.0,0.19,0.827
2010-01-21,0.0,0.43,0.759
2010-01-22,7.11,0.16,0.913
2010-01-23,0.81,0.06,1.47
2010-01-24,0.0,0.34,1.01
2010-01-25,0.0,0.59,0.825
2010-01-26,2.55,0.67,0.763
2010-01-27,2.04,0.4,1.1
2010-01-28,8.8,0.2,2.4
2010-01-29,1.28,0.1,1.86
2010-01-30,0.0,0.2,1.23
2010-01-31,1.9,0.28,1.06
2010-02-01,5.4,0.18,1.71
2010-02-02,1.51,0.26,2.58
2010-02-03,0.03,0.2,1.58
2010-02-04,4.45,0.18,1.99
2010-02-05,0.0,0.3,1.49
2010-02-06,0.69,0.05,1.18
2010-02-07,3.43,0.5,1.36
2010-02-08,0.0,0.86,1.15
2010-02-09,2.59,0.89,0.941
2010-02-10,0.48,0.99,0.879
2010-02-11,0.0,0.51,0.761
2010-02-12,0.0,0.75,0.765
2010-02-13,1.55,0.41,0.728
2010-02-14,0.0,0.22,0.765
2010-02-15,0.0,1.08,0.751
2010-02-16,0.38,0.39,0.725
2010-02-17,1.23,0.61,0.804
2010-02-18,0.16,0.26,0.873
2010-02-19,0.0,0.78,0.767
2010-02-20,0.0,0.72,0.727
2010-02-21,9.37,0.32,1.63
2010-02-22,3.81,0.36,2.52
2010-02-23,2.59,0.63,1.76
2010-02-24,7.59,0.69,3.15
2010-02-25,0.33,1.26,2.5
2010-02-26,3.46,1.09,1.87
2010-02-27,16.78,0.27,7.29
2010-02-28,1.79,0.84,5.25
2010-03-01,0.0,1.44,2.12
2010-03-02,0.0,1.82,1.58
2010-03-03,0.0,2.15,1.28
2010-03-04,0.92,0.87,1.08
2010-03-05,0.82,2.26,1.17
2010-03-06,0.0,2.61,0.946
2010-03-07,0.56,1.17,0.927
2010-03-08,0.0,2.04,0.844
2010-03-09,0.0,3.04,0.791
2010-03-10,0.0,1.22,0.763
2010-03-11,0.0,0.93,0.736
2010-03-12,0.2,0.76,0.696
2010-03-13,0.0,1.18,0.702
2010-03-14,0.0,1.86,0.676
2010-03-15,0.0,0.85,0.661
2010-03-16,0.0,1.91,0.644
2010-03-17,0.0,3.32,0.637
2010-03-18,2.54,1.73,0.637
2010-03-19,9.67,1.56,0.834
2010-03-20,8.23,0.75,2.53
2010-03-21,0.03,1.7,1.13
2010-03-22,0.08,1.55,0.885
2010-03-23,0.0,2.3,0.84
2010-03-24,2.0,2.07,0.806
2010-03-25,0.0,1.71,0.858
2010-03-26,0.32,1.61,0.716
2010-03-27,4.98,1.58,0.682
2010-03-28,11.32,1.36,1.96
2010-03-29,4.12,1.16,1.66
2010-03-30,6.29,1.66,1.5
2010-03-31,0.0,2.56,1.79
2010-04-01,2.62,2.12,1.22
2010-04-02,9.09,1.1,1.77
2010-04-03,1.58,1.43,2.4
2010-04-04,0.0,1.93,1.38
2010-04-05,0.0,3.7,1.14
2010-04-06,0.87,1.8,0.998
2010-04-07,1.9,2.79,1.18
2010-04-08,0.0,2.94,0.879
2010-04-09,0.0,2.84,0.824
2010-04-10,0.0,2.93,0.776
2010-04-11,0.0,3.51,0.734
2010-04-12,0.0,1.28,0.7
2010-04-13,0.0,2.1690140374331555,0.669
2010-04-14,0.0,4.38,0.638
2010-04-15,0.0,2.02,0.616
2010-04-16,0.0,3.55,0.613
2010-04-17,0.0,3.34,0.615
2010-04-18,0.0,3.05,0.58
2010-04-19,0.0,3.65,0.571
2010-04-20,0.0,2.81,0.566
2010-04-21,0.0,3.58,0.536
2010-04-22,0.0,3.94,0.541
2010-04-23,0.0,3.74,0.524
2010-04-24,0.0,2.67,0.503
2010-04-25,0.0,1.44,0.521
2010-04-26,0.0,2.62,0.491
2010-04-27,0.0,3.93,0.493
2010-04-28,1.98,3.64,0.497
2010-04-29,0.0,1.97,0.751
2010-04-30,0.0,1.46,0.486
2010-05-01,4.0,2.1,0.674
2010-05-02,1.53,1.35,0.6
2010-05-03,0.0,3.28,0.429
2010-05-04,0.0,2.53,0.435
2010-05-05,0.0,3.19,0.478
2010-05-06,0.0,1.49,0.45
2010-05-07,0.0,1.11,0.459
2010-05-08,0.0,2.27,0.452
2010-05-09,0.0,3.49,0.435
2010-05-10,4.05,1.66,0.444
2010-05-11,0.44,1.09,0.519
2010-05-12,2.86,1.34,0.451
2010-05-13,0.0,3.61,0.458
2010-05-14,0.0,3.38,0.425
2010-05-15,0.0,3.13,0.417
2010-05-16,0.33,3.9,0.464
2010-05-17,0.0,3.71,0.387
2010-05-18,0.0,4.68,0.4
2010-05-19,0.0,4.98,0.384
2010-05-20,0.0,4.76,0.38
2010-05-21,0.0,4.95,0.374
2010-05-22,0.0,5.07,0.368
2010-05-23,0.0,5.66,0.379
2010-05-24,0.0,5.7,0.456
2010-05-25,20.45,1.2,1.48
2010-05-26,0.0,2.49,0.525
2010-05-27,0.0,3.46,0.416
2010-05-28,4.51,3.08,0.401
2010-05-29,1.45,1.56,0.469
2010-05-30,0.07,1.04,0.391
2010-05-31,0.28,1.37,0.364
2010-06-01,0.0,5.2,0.381
2010-06-02,0.0,6.5,0.357
2010-06-03,0.0,5.47,0.345
2010-06-04,0.0,4.77,0.345
2010-06-05,14.6,1.42,0.855
2010-06-06,0.0,3.05,0.388
2010-06-07,8.31,2.96,0.583
2010-06-08,4.76,0.1,0.53
2010-06-09,3.0,3.3956550802139036,0.565
2010-06-10,0.0,2.01,0.414
2010-06-11,0.0,4.17,0.383
2010-06-12,0.0,2.54,0.354
2010-06-13,0.27,3.71,0.35
2010-06-14,0.4,6.43,0.337
2010-06-15,0.0,7.12,0.327
2010-06-16,0.0,5.81,0.326
2010-06-17,0.03,0.0,0.322
2010-06-18,1.6,3.38,0.332
2010-06-19,1.04,2.17,0.357
2010-06-20,0.25,0.19,0.342
2010-06-21,0.0,4.36,0.328
2010-06-22,0.0,0.4,0.321
2010-06-23,0.0,3.3353767825311937,0.309
2010-06-24,0.0,3.13,0.307
2010-06-25,0.0,4.63,0.307
2010-06-26,0.0,4.66,0.302
2010-06-27,0.0,0.1,0.287
2010-06-28,0.0,3.573732397504457,0.285
2010-06-29,0.0,3.513907085561497,0.292
2010-06-30,0.0,3.15,0.285
2010-07-01,5.03,3.93,0.307
2010-07-02,4.43,1.55,0.386
2010-07-03,0.0,4.76,0.302
2010-07-04,0.95,2.68,0.283
2010-07-05,0.0,3.85,0.274
2010-07-06,0.0,4.25,0.268
2010-07-07,0.07,4.54,0.281
2010-07-08,0.03,4.06,0.253
2010-07-09,4.48,3.16,0.331
2010-07-10,0.14,0.16,0.345
2010-07-11,30.39,2.0,2.09
2010-07-12,0.0,0.2,0.381
2010-07-13,1.74,2.34,0.745
2010-07-14,,3.36,0.503
2010-07-15,,0.41,0.28
2010-07-16,,4.02,0.278
2010-07-17,,4.51,0.27
2010-07-18,,4.95,0.263
2010-07-19,0.0,4.17,0.252
2010-07-20,0.0,2.31,0.253
2010-07-21,0.03,3.29,0.245
2010-07-22,0.24,0.1,0.275
2010-07-23,2.0,2.984872994652406,0.264
2010-07-24,0.0,2.911183155080214,0.25
2010-07-25,4.32,2.9215040106951875,0.243
2010-07-26,0.0,2.9281717914438503,0.241
2010-07-27,0.07,4.05,0.382
2010-07-28,0.0,2.02,0.643
2010-07-29,0.0,3.87,0.27
2010-07-30,,2.39,0.26
2010-07-31,,2.05,0.252
2010-08-01,8.82,1.0,0.292
2010-08-02,1.72,2.82,0.295
2010-08-03,9.34,1.72,0.359
2010-08-04,0.82,3.24,0.52
2010-08-05,0.0,3.54,0.26
2010-08-06,4.84,1.29,0.297
2010-08-07,2.54,2.77,0.286
2010-08-08,0.03,3.4,0.265
2010-08-09,5.65,1.48,0.274
2010-08-10,1.66,3.39,0.403
2010-08-11,1.3,2.1,0.263
2010-08-12,2.22,2.61,0.277
2010-08-13,0.24,2.59,0.37
2010-08-14,10.05,1.84,0.339
2010-08-15,78.47,0.22,8.94
2010-08-16,1.64,0.51,5.71
2010-08-17,0.54,0.05,0.752
2010-08-18,0.0,2.3905075757575753,0.439
2010-08-19,0.04,2.347499554367201,0.384
2010-08-20,0.0,2.3298391265597145,0.333
2010-08-21,0.56,2.2821586452762923,0.345
2010-08-22,10.7,2.3010222816399284,0.771
2010-08-23,0.23,2.296227272727273,0.33
2010-08-24,11.66,2.2357159090909096,0.402
2010-08-25,2.93,2.2088977272727277,1.13
2010-08-26,2.72,2.158840909090909,0.618
2010-08-27,1.36,2.1366249999999996,0.415
2010-08-28,6.31,2.084242424242424,0.485
2010-08-29,8.63,2.0353787878787877,1.25
2010-08-30,0.0,1.9987310606060609,0.472
2010-08-31,0.0,1.9618674242424243,0.404
2010-09-01,0.0,1.941465909090909,0.356
2010-09-02,0.0,1.9078863636363634,0.333
2010-09-03,0.0,1.87080303030303,0.356
2010-09-04,0.0,1.8685436720142599,0.317
2010-09-05,2.59,1.8028551693404635,0.309
2010-09-06,3.31,1.7545597147950085,0.787
2010-09-07,45.27,1.6979855169340465,3.64
2010-09-08,1.71,1.6380222816399288,13.4
2010-09-09,0.0,-0.0,1.53
2010-09-10,0.0,2.45,0.878
2010-09-11,0.75,1.73,0.601
2010-09-12,0.0,2.14,0.521
2010-09-13,3.01,1.12,0.434
2010-09-14,4.32,2.37,0.901
2010-09-15,7.07,0.6,0.464
2010-09-16,0.04,1.9,0.548
2010-09-17,0.0,1.51,0.408
2010-09-18,0.06,1.13,0.412
2010-09-19,0.0,1.56,0.379
2010-09-20,0.0,1.42,0.336
2010-09-21,0.0,2.1,0.344
2010-09-22,2.58,0.47,0.353
2010-09-23,0.4,1.21,0.419
2010-09-24,8.49,1.21,0.684
2010-09-25,28.18,0.61,10.2
2010-09-26,0.62,0.68,2.85
2010-09-27,1.32,0.4,1.36
2010-09-28,0.15,0.68,0.926
2010-09-29,1.41,1.24,0.836
2010-09-30,13.36,1.04,0.832
2010-10-01,3.31,0.13,3.95
2010-10-02,0.0,1.44,1.38
2010-10-03,0.04,1.19,0.936
2010-10-04,0.2,1.12,0.725
2010-10-05,0.87,0.15,0.612
2010-10-06,0.03,0.41,0.601
2010-10-07,0.0,0.71,0.562
2010-10-08,0.0,0.86,0.54
2010-10-09,0.0,1.48,0.506
2010-10-10,0.0,1.22,0.455
2010-10-11,0.0,0.93,0.438
2010-10-12,0.0,0.65,0.434
2010-10-13,0.0,0.16,0.432
2010-10-14,2.7,0.28,0.452
2010-10-15,3.2,1.0,0.653
2010-10-16,0.0,0.66,0.447
2010-10-17,0.44,0.64,0.471
2010-10-18,10.49,0.46,0.751
2010-10-19,15.14,0.13,6.25
2010-10-20,0.0,0.35,2.61
2010-10-21,0.0,0.29,1.21
2010-10-22,8.25,0.0,1.32
2010-10-23,5.79,0.0,2.22
2010-10-24,0.57,0.38,1.55
2010-10-25,3.61,0.55,1.04
2010-10-26,4.97,0.36,2.59
2010-10-27,0.21,0.17,1.31
2010-10-28,0.0,0.71,1.04
2010-10-29,1.25,0.25,0.929
2010-10-30,2.62,0.24,1.17
2010-10-31,0.0,0.09,0.904
2010-11-01,0.0,0.13,0.785
2010-11-02,0.0,0.49,0.744
2010-11-03,0.0,0.94,0.691
2010-11-04,4.76,0.18,0.747
2010-11-05,6.71,0.2,2.09
2010-11-06,0.04,0.08,1.12
2010-11-07,3.69,0.32,0.992
2010-11-08,11.93,0.21,3.12
2010-11-09,8.23,0.02,7.11
2010-11-10,13.6,0.0,7.25
2010-11-11,8.79,0.78,7.97
2010-11-12,45.21,0.0,26.8
2010-11-13,6.87,0.0,28.8
2010-11-14,0.0,0.0,5.65
2010-11-15,0.0,0.14,2.79
2010-11-16,0.0,0.21,2.07
2010-11-17,0.06,0.14,1.67
2010-11-18,0.0,0.3,1.4
2010-11-19,0.0,0.09,1.2
2010-11-20,0.0,0.05,1.13
2010-11-21,0.0,0.17,1.03
2010-11-22,2.31,0.0,1.1
2010-11-23,8.47,0.0,1.78
2010-11-24,5.39,0.02,2.06
2010-11-25,3.31,0.0,1.67
2010-11-26,1.07,0.0,1.98
2010-11-27,0.0,0.0,1.34
2010-11-28,0.3,0.04,1.15
2010-11-29,1.67,0.0,1.08
2010-11-30,2.52,0.37,1.01
2010-12-01,0.9,0.11,0.872
2010-12-02,0.12,0.0,0.74
2010-12-03,8.21,0.0,0.738
2010-12-04,5.01,0.05,7.01
2010-12-05,0.0,0.0,2.74
2010-12-06,0.0,0.0,1.56
2010-12-07,0.0,0.0,1.21
2010-12-08,0.44,0.0,1.03
2010-12-09,1.16,0.33,1.36
2010-12-10,1.15,0.18,1.47
2010-12-11,0.25,0.0,1.16
2010-12-12,0.06,0.0,0.932
2010-12-13,0.0,0.0,0.838
2010-12-14,0.98,0.0,0.812
2010-12-15,13.11,0.0,3.26
2010-12-16,0.78,0.0,2.76
2010-12-17,1.47,0.0,1.44
2010-12-18,6.54,0.0,1.21
2010-12-19,0.03,0.11807916348357525,1.04
2010-12-20,1.05,0.11141520244461421,1.04
2010-12-21,0.6,0.11516520244461419,1.26
2010-12-22,3.32,0.0,1.22
2010-12-23,1.31,0.38,1.09
2010-12-24,0.0,0.0,0.96
2010-12-25,0.14,0.0,0.924
2010-12-26,0.0,0.0,0.957
2010-12-27,0.63,0.0,0.911
2010-12-28,0.07,0.0,1.34
2010-12-29,0.0,0.0,2.4
2010-12-30,0.0,0.0,1.82
2010-12-31,0.94,0.0,1.95
2011-01-01,0.05,0.0,1.53
2011-01-02,1.23,0.0,1.24
2011-01-03,0.0,0.0,1.15
2011-01-04,0.1,0.24,1.02
2011-01-05,9.9,0.0,3.13
2011-01-06,4.33,0.0,3.07
2011-01-07,2.64,0.03,2.76
2011-01-08,0.0,0.0,1.74
2011-01-09,0.0,0.0,1.31
2011-01-10,3.03,0.0,1.57
2011-01-11,12.62,0.0,4.22
